No,温泉名,施設名,施設ID,画像1,画像2,画像3,ジャンル,カテゴリー1,カテゴリー2,カテゴリー3,カテゴリー4,カテゴリー5,カテゴリー6,カテゴリー7,口コミ点数,口コミ件数,説明テキスト,住所,緯度,経度,営業期間,滞在時間（分）,優先表示フラグ,スポット番号,次の場所までの移動時間
47,,那須高原友愛の森なすとらん,F0047,,,,グルメ,ご当地,王道,,,,,,3.9,124,道の駅・友愛の森の中。新鮮な野菜、季節の山菜、おいしいコシヒカリ、牛乳、那須和牛など地場産の食材を活用した「おふくろの味」を基本とした料理が頂けるお店。ランチで新ご当地グルメ・那須の内弁当も食べられる。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒329-3200  栃木県那須郡那須町大字高久乙593-8,37.0414327,140.0137443,"営業時間：11:00-15:00
定休日：無休（冬季休業あり）",,,,
48,,コボリ洋菓子,F0048,,,,グルメ,ご当地,王道,,,,,,4.4,150,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒320-0847  栃木県宇都宮市滝谷町2-9,36.5535789,139.8682139,取得失敗,,,,
49,,小太郎ヶ渕茶屋,F0049,,,,グルメ,ご当地,王道,,,,,,4.0,94,１２０年もの間、草だんご一筋という老舗。小太郎ヶ渕の絶景を前に、縁台で団子をいただくと現代の茶人になったような気分に。一口ずつ糸で切り分けた糸切り団子のヨモギは毎朝摘みたてで、あんときなこも手作り。温泉街からハイキングコースで行けば、美しい声で鳴く栃木県の鳥オオルリなどに出会えるかも。 自然のせせらぎの中でほっと一息・・・ ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒329-2921  栃木県那須塩原市塩原1436,36.9608421,139.8280324,"営業：8時～日没
休業：1月～2月、営業期間中は無休",,,,
50,,明治の館,F0050,,,,グルメ,ご当地,王道,,,,,,4.0,85,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒321-1431  栃木県日光市山内2339-1,36.7567508,139.6029851,"営業時間：11:00～19:30 【11月下旬～3月】 11:30～19:30
定休日：水曜日【祝日の場合は前日】",,,,
51,,森田屋総本店,F0051,,,,グルメ,ご当地,,,,,,,3.9,97,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒327-0843  栃木県佐野市堀米町70,36.3221454,139.5863528,取得失敗,,,,
52,,山のレストラン,F0052,,,,グルメ,ご当地,王道,,,,,,4.2,89,※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒321-1421  栃木県日光市所野1546,36.7769548,139.6233727,取得失敗,,,,
53,,めんめん,F0053,,,,グルメ,ご当地,王道,,,,,,4.3,108,宇都宮餃子会　加盟店 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒320-0804  栃木県宇都宮市二荒町5-13 くれよんビル1F,36.5587346,139.8878095,"営業時間：11:30～14:30、18:00～23:00（日、祝日～20:30）
定休日：月曜（祝日の場合翌日）",,,,
54,,茶屋 卯三郎,F0054,,,,グルメ,ご当地,王道,,,,,,4.5,108,"那須高原、里山の黒い建物、侘びた民家
屈まないと入れない程の小さな玄関をくぐると目に入って来る
大きな囲炉裏、板の間、古時計。
まるで遠い昔に田舎のおじいちゃん、おばあちゃんを訪ねた時に見た風景そのもの。
那須の自然に囲まれた、遠い昔に来たことがあるような懐かしい気持ちにさせてくれます。
つきたてのお餅と、あたたかい美味しいおこわ、自慢の季節料理を用意してお待ちしております。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒325-0303  栃木県那須郡那須町高久乙湯道東2727-344,37.0454364,140.0186584,"営業時間：〈4月～11月〉土日祝　11:00～14:30（L.O）　平日　11:30～14:00（L.O）　〈12月～3月〉土日祝　11:30～14:30（L.O）　平日　11:30～14:00（L.O）
休業日：毎週火曜日　※祝日の場合は営業します　※1月1日は休業",,,,
55,那須塩原温泉,那須高原りんどう湖ファミリー牧場,F0055,,,,観光,ネット予約OK,王道,,,,,,3.8,846,"☆★☆那須高原りんどう湖ファミリー牧場とは？☆★☆

那須高原唯一の湖「りんどう湖」を中心に観光牧場と遊園地の両方楽しめる全世代対応型のテーマパークです。自然に囲まれたのどかな園内で動物とのふれあいやアトラクション、手作り体験を楽しもう！

■牧場体験
アルパカ・ヤギなどのふれあい、乗馬、ジャージー牛の乳搾り、ミルクあげ体験などお楽しみいただけます。

■アトラクション
遊覧船やボート、ゴーカート、お子様向けのセグウェイミニなど乗り物も充実☆
日本最長クラス！湖上を飛ぶ「ジップライン～KAKKU～」は園内人気No.1！
みんなで漕ぐ「ファミリー自転車」はご家族だけでなくお友達やカップルの方にも大人気！
※アトラクションの一部には年齢制限などがございます


季節限定で花火大会、イルミネーションも実施☆
各イベント詳細につきましては那須りんどう湖レイクビュー公式HPをご確認ください。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒325-0397  栃木県那須郡那須町高久丙414-2,37.0413116,140.0470333,営業時間：9:00～17:00　※季節変動有り。,,,,
56,那須塩原温泉,那須高原南ヶ丘牧場,F0056,,,,観光,ネット予約OK,王道,,,,,,4.2,1263,"南ヶ丘牧場は年中無休、入場・駐車場無料です。
「我が家を訪れる人からお金をもらいますか？」とは創業者の言葉です。
南ヶ丘牧場の基本は「酪農家」です。定休日は設けずに皆様をおもてなしいたします。
本州一の酪農大国栃木。那須連山のふもと、御用邸の敷地にも程近い、広大な自然豊かな環境で、酪農を中心とした牧場を営んでおります。また南ヶ丘牧場は、那須高原のほか、福島磐梯高原にもございます。
安心した「食」をお届けするために、乳製品やレジャーを通してお客様に笑顔をお届けするために、「生産・加工・販売を一貫して行う」理念の元、私たちは酪農家としての努めを創業から貫いております。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒325-0393  栃木県那須郡那須町湯本579,37.0784609,140.0008753,営業時間：8:00~17:30　 季節・天候等により変更になる場合がございます,,,,
57,,小さな緑のインテリア 苔屋,F0057,,,,観光,ネット予約OK,王道,子連れ,カップル,友達,シニア,,4.7,94,"※感染拡大防止にご協力ください。
・体験時はマスクの着用をお願い致します。
・体調不良の場合はご辞退をお願い致します（当日体調確認させていただきます）。

那須高原の自然の中で苔テラリウムをお作りいただけます。
「大切な人と、楽しい体験、ワクワクする体験を」
ご家族、カップル、友人で遊ぶ時間。はたまたお一人でじっくりと楽しむ時間。
旅の思い出作りに。植物を育てる楽しみ。
植物の緑で癒されてみませんか♪ ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒325-0302  栃木県那須郡那須町高久丙1148-559,37.0642628,140.0434603,"営業時間：10:00~16:00
休業日：火水",,,,
58,那須塩原温泉,那須どうぶつ王国,F0058,,,,観光,ネット予約OK,王道,,,,,,4.3,2938,王国タウンと王国ファームの２つのエリアに分かれ、広大な敷地を有する動物園。猛禽類やネコのパフォーマンスなど毎日開催。入国すればいずれも自由に観覧出来ます。動物のふれあいや餌やり体験も充実しています。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒329-3223  栃木県那須郡那須町大島1042-1,37.129025,140.037143,"営業：9時～17時（季節により変動あり）
休業：冬期休業（要確認）",,,,
59,,陶芸の森 長谷川陶苑,F0059,,,,観光,ネット予約OK,王道,子連れ,カップル,シニア,一人旅,,4.5,118,"益子の老舗で陶芸体験しませんか。
ろくろ・手びねり出来ます。
ゆっくり楽しんでください。
色々な行事やイベントにご利用ください。
特にプランはお勧めです。焼成代も含まれているのでかなりお得！ ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。",〒321-4217  栃木県芳賀郡益子町益子4240-3,36.4677773,140.1190665,営業時間：9時～17時,,,,
60,,CANDLEHOUSE ChouChou,F0060,,,,観光,ネット予約OK,王道,,,,,,4.4,139,体験工房を併設したキャンドル専門店。非日常のやすらぎを与えてくれる店内は「癒しとぬくもり」のあるステキな空間です。年間キャンドル制作体験者数日本一を認定された手作り体験教室では、親切な指導をしてくれるので小さなお子様から大人まで気軽にキャンドル作りが体験できます。シュシュでの時間は、キャンドルのある楽しい暮らしのちょっと手前。夢と希望がつまったこの小さなしあわせの灯り。シュシュはそのメッセンジャーとして「キャンドルのある暮らし」を、ご提案いたします。 ※掲載されている情報や写真については最新の情報とは限りません。必ずご自身で事前にご確認の上、ご利用ください。,〒325-0303  栃木県那須郡那須町高久乙796-234,37.0422945,140.0062558,"営業時間：10時～18時
休館日：木曜日（祝日、シーズン中はOPEN）（年末年始も営業）",,,,
