from_id,from施設名,to_id,to施設名,distance_km,driving_minutes
F0117,大滝乃湯,F0157,草津温泉らくご,0.47,5
F0117,大滝乃湯,F0158,奥四万湖,18.48,75
F0117,大滝乃湯,F0159,榛名山（榛名富士）,29.58,65
F0117,大滝乃湯,F0160,チャツボミゴケ公園,3.35,30
F0117,大滝乃湯,F0162,高原キャベツ畑,18.24,50
F0117,大滝乃湯,F0163,野反湖,10.23,45
F0117,大滝乃湯,F0164,榛名湖畔,28.8,65
F0117,大滝乃湯,F0167,国指定名勝「吾妻峡」,12.64,40
F0117,大滝乃湯,F0168,四万川,17.76,55
F0117,大滝乃湯,F0169,嫗仙の滝,2.28,20
F0117,大滝乃湯,F0170,浅間山,25,65
F0117,大滝乃湯,F0172,赤谷湖,28.08,95
F0117,大滝乃湯,F0176,四万湖,17.15,55
F0117,大滝乃湯,F0181,榛名高原,29.83,65
F0117,大滝乃湯,F0184,平標山,29.25,135
F0117,大滝乃湯,F0185,四万の甌穴群,17.75,60
F0117,大滝乃湯,F0186,弓池,6.36,65
F0117,大滝乃湯,F0187,本家ちちや,0.4,5
F0117,大滝乃湯,F0190,松むら饅頭,0.56,5
F0117,大滝乃湯,F0201,焼まんじゅう島村,16.99,60
F0117,大滝乃湯,F0202,浅間酒造観光センター,9.03,25
F0117,大滝乃湯,F0216,道の駅 草津運動茶屋公園,1.35,10
F0117,大滝乃湯,F0217,御座之湯,0.5,5
F0117,大滝乃湯,F0220,草津温泉プリン,0.52,5
F0117,大滝乃湯,F0221,ティールーム ゆきうさぎ,0.39,5
F0117,大滝乃湯,F0222,お食事処・暖,0.42,5
F0117,大滝乃湯,F0227,まんてん星の湯,28.32,95
F0117,大滝乃湯,F0229,まんてん星の湯 里山体験,28.32,95
F0117,大滝乃湯,F0234,遊神館,25.03,85
F0117,大滝乃湯,F0315,草津湯畑（夜）,0.43,5
F0117,大滝乃湯,F0311,軽井沢 川上庵,29.79,70
F0117,大滝乃湯,F0320,鬼押出し園,20.62,40
F0118,群馬サファリパーク,F0112,榛名神社,26.07,60
F0118,群馬サファリパーク,F0116,伊香保おもちゃと人形・自動車博物館,27.52,50
F0118,群馬サファリパーク,F0123,こんにゃくパーク,3.7,15
F0118,群馬サファリパーク,F0124,前橋るなぱあく（前橋市中央児童遊園）,24.69,45
F0118,群馬サファリパーク,F0127,碓氷第三橋梁（めがね橋）,22.3,40
F0118,群馬サファリパーク,F0128,富岡製糸場,3.29,15
F0118,群馬サファリパーク,F0130,水澤観音,28.72,55
F0118,群馬サファリパーク,F0137,希望の丘農園,11.85,35
F0118,群馬サファリパーク,F0139,陶芸 榛名の麓,27.91,55
F0118,群馬サファリパーク,F0148,からっ風焼 陶仙房,27.71,50
F0118,群馬サファリパーク,F0159,榛名山（榛名富士）,27.95,70
F0118,群馬サファリパーク,F0164,榛名湖畔,27.92,70
F0118,群馬サファリパーク,F0166,妙義山,14.67,30
F0118,群馬サファリパーク,F0181,榛名高原,27.34,70
F0118,群馬サファリパーク,F0188,ガトーフェスタ ハラダ 新本館シャトー・デュ・ボヌール,21.12,35
F0118,群馬サファリパーク,F0189,水沢うどん 大澤屋（第二店舗）,28.77,55
F0118,群馬サファリパーク,F0192,元祖 田丸屋,28.76,55
F0118,群馬サファリパーク,F0193,登利平 本店,23.83,45
F0118,群馬サファリパーク,F0195,シャンゴ 問屋町本店,17.76,45
F0118,群馬サファリパーク,F0198,ガトーフェスタ ハラダ ららん藤岡店,17.58,30
F0118,群馬サファリパーク,F0200,登利平 南部店,21.8,35
F0118,群馬サファリパーク,F0203,おぎのや ドライブイン横川,17.87,30
F0118,群馬サファリパーク,F0204,ドンレミーアウトレット 高崎店,15.87,40
F0118,群馬サファリパーク,F0207,コストコ 前橋倉庫店,22.18,40
F0118,群馬サファリパーク,F0209,登利平高崎モントレー店,15.69,40
F0118,群馬サファリパーク,F0210,高崎弁当,15.53,40
F0118,群馬サファリパーク,F0211,妙ちくりん,28.03,45
F0118,群馬サファリパーク,F0212,ららん藤岡,17.55,30
F0118,群馬サファリパーク,F0214,だるま大使,14.97,40
F0118,群馬サファリパーク,F0311,軽井沢 川上庵,26.8,55
F0119,軽井沢おもちゃ王国,F0320,鬼押出し園,3.18,15
F0119,軽井沢おもちゃ王国,F0170,浅間山,7.54,35
F0119,軽井沢おもちゃ王国,F0162,高原キャベツ畑,8.39,30
F0119,軽井沢おもちゃ王国,F0202,浅間酒造観光センター,12.12,25
F0119,軽井沢おもちゃ王国,F0311,軽井沢 川上庵,15.27,40
F0119,軽井沢おもちゃ王国,F0216,道の駅 草津運動茶屋公園,16.32,30
F0119,軽井沢おもちゃ王国,F0169,嫗仙の滝,16.35,45
F0119,軽井沢おもちゃ王国,F0125,草津白根山,16.37,60
F0119,軽井沢おもちゃ王国,F0147,くれさかの森陶芸工房,16.9,50
F0119,軽井沢おもちゃ王国,F0221,ティールーム ゆきうさぎ,17.23,35
F0119,軽井沢おもちゃ王国,F0187,本家ちちや,17.25,35
F0119,軽井沢おもちゃ王国,F0217,御座之湯,17.26,35
F0119,軽井沢おもちゃ王国,F0114,西の河原露天風呂,17.3,35
F0119,軽井沢おもちゃ王国,F0115,西の河原公園,17.31,35
F0119,軽井沢おもちゃ王国,F0157,草津温泉らくご,17.31,35
F0119,軽井沢おもちゃ王国,F0222,お食事処・暖,17.31,35
F0119,軽井沢おもちゃ王国,F0315,草津湯畑（夜）,17.35,35
F0119,軽井沢おもちゃ王国,F0220,草津温泉プリン,17.36,35
F0119,軽井沢おもちゃ王国,F0190,松むら饅頭,17.38,35
F0119,軽井沢おもちゃ王国,F0117,大滝乃湯,17.46,35
F0119,軽井沢おもちゃ王国,F0186,弓池,18.24,55
F0119,軽井沢おもちゃ王国,F0167,国指定名勝「吾妻峡」,18.73,40
F0119,軽井沢おもちゃ王国,F0127,碓氷第三橋梁（めがね橋）,18.83,60
F0119,軽井沢おもちゃ王国,F0160,チャツボミゴケ公園,20.57,60
F0119,軽井沢おもちゃ王国,F0203,おぎのや ドライブイン横川,23.26,65
F0119,軽井沢おもちゃ王国,F0166,妙義山,26.7,70
F0119,軽井沢おもちゃ王国,F0112,榛名神社,27.64,70
F0119,軽井沢おもちゃ王国,F0163,野反湖,27.66,75
F0119,軽井沢おもちゃ王国,F0176,四万湖,28.09,65
F0119,軽井沢おもちゃ王国,F0164,榛名湖畔,28.95,70
F0119,軽井沢おもちゃ王国,F0140,陣平農園,29.77,60
F0119,軽井沢おもちゃ王国,F0168,四万川,29.81,65
F0119,軽井沢おもちゃ王国,F0181,榛名高原,29.82,70
F0119,軽井沢おもちゃ王国,F0159,榛名山（榛名富士）,29.93,70
F0120,伊香保温泉の石段街,F0112,榛名神社,7.25,25
F0120,伊香保温泉の石段街,F0116,伊香保おもちゃと人形・自動車博物館,6.06,15
F0120,伊香保温泉の石段街,F0123,こんにゃくパーク,28.31,65
F0120,伊香保温泉の石段街,F0124,前橋るなぱあく（前橋市中央児童遊園）,17.4,40
F0120,伊香保温泉の石段街,F0127,碓氷第三橋梁（めがね橋）,24.99,75
F0120,伊香保温泉の石段街,F0128,富岡製糸場,27.15,65
F0120,伊香保温泉の石段街,F0129,四万川ダム,25.14,70
F0120,伊香保温泉の石段街,F0130,水澤観音,3.31,10
F0120,伊香保温泉の石段街,F0131,果実の里 原田農園,23.06,45
F0120,伊香保温泉の石段街,F0133,たくみの里 四季の家,22.15,60
F0120,伊香保温泉の石段街,F0134,月夜野まるかチェリー園,20.82,50
F0120,伊香保温泉の石段街,F0137,希望の丘農園,20.16,50
F0120,伊香保温泉の石段街,F0139,陶芸 榛名の麓,6.05,15
F0120,伊香保温泉の石段街,F0140,陣平農園,13.47,35
F0120,伊香保温泉の石段街,F0141,たくみの里いちごの家,21.83,55
F0120,伊香保温泉の石段街,F0142,生ゆば処 町田屋,25.78,50
F0120,伊香保温泉の石段街,F0144,たくみの里農産物加工の家,21.99,55
F0120,伊香保温泉の石段街,F0145,ロックハート城,16.11,35
F0120,伊香保温泉の石段街,F0147,くれさかの森陶芸工房,25.88,70
F0120,伊香保温泉の石段街,F0148,からっ風焼 陶仙房,9.06,20
F0120,伊香保温泉の石段街,F0150,月夜野焼 祐太郎窯,27.52,55
F0120,伊香保温泉の石段街,F0152,カッパCLUB,28.07,55
F0120,伊香保温泉の石段街,F0153,工房無限大,24.17,50
F0120,伊香保温泉の石段街,F0158,奥四万湖,25.5,65
F0120,伊香保温泉の石段街,F0159,榛名山（榛名富士）,4.15,20
F0120,伊香保温泉の石段街,F0161,赤城山,22.78,60
F0120,伊香保温泉の石段街,F0164,榛名湖畔,5.02,25
F0120,伊香保温泉の石段街,F0166,妙義山,26.79,70
F0120,伊香保温泉の石段街,F0167,国指定名勝「吾妻峡」,18.85,50
F0120,伊香保温泉の石段街,F0168,四万川,19.54,45
F0120,伊香保温泉の石段街,F0169,嫗仙の滝,29.29,85
F0120,伊香保温泉の石段街,F0172,赤谷湖,24.96,60
F0120,伊香保温泉の石段街,F0176,四万湖,17.97,40
F0120,伊香保温泉の石段街,F0177,諏訪峡,29.54,55
F0120,伊香保温泉の石段街,F0181,榛名高原,4.61,20
F0120,伊香保温泉の石段街,F0185,四万の甌穴群,21.58,45
F0120,伊香保温泉の石段街,F0189,水沢うどん 大澤屋（第二店舗）,3.49,10
F0120,伊香保温泉の石段街,F0191,伊香保グリーン牧場,2.52,10
F0120,伊香保温泉の石段街,F0192,元祖 田丸屋,3.42,10
F0120,伊香保温泉の石段街,F0193,登利平 本店,19.85,45
F0120,伊香保温泉の石段街,F0194,永井食堂,13.11,30
F0120,伊香保温泉の石段街,F0195,シャンゴ 問屋町本店,18.28,40
F0120,伊香保温泉の石段街,F0197,清芳亭,0.9,5
F0120,伊香保温泉の石段街,F0198,ガトーフェスタ ハラダ ららん藤岡店,28.7,45
F0120,伊香保温泉の石段街,F0200,登利平 南部店,22.71,40
F0120,伊香保温泉の石段街,F0201,焼まんじゅう島村,24.15,50
F0120,伊香保温泉の石段街,F0202,浅間酒造観光センター,25.21,55
F0120,伊香保温泉の石段街,F0203,おぎのや ドライブイン横川,24.13,65
F0120,伊香保温泉の石段街,F0204,ドンレミーアウトレット 高崎店,21.21,50
F0120,伊香保温泉の石段街,F0205,フリアンのみそパン,21.84,40
F0120,伊香保温泉の石段街,F0207,コストコ 前橋倉庫店,24.3,45
F0120,伊香保温泉の石段街,F0209,登利平高崎モントレー店,21.27,50
F0120,伊香保温泉の石段街,F0210,高崎弁当,23.94,50
F0120,伊香保温泉の石段街,F0211,妙ちくりん,29.78,50
F0120,伊香保温泉の石段街,F0212,ららん藤岡,28.7,45
F0120,伊香保温泉の石段街,F0214,だるま大使,17.13,40
F0120,伊香保温泉の石段街,F0225,大とろ牛乳,28.81,50
F0120,伊香保温泉の石段街,F0226,パノラマアドヴェンチャーズ,28.86,55
F0120,伊香保温泉の石段街,F0227,まんてん星の湯,25.74,60
F0120,伊香保温泉の石段街,F0229,まんてん星の湯 里山体験,25.74,60
F0120,伊香保温泉の石段街,F0234,遊神館,20.35,60
F0120,伊香保温泉の石段街,F0235,みなかみフルーツランドモギトーレ,20.94,55
F0120,伊香保温泉の石段街,F0309,伊香保ロープウェイ,0.28,5
F0120,伊香保温泉の石段街,F0311,軽井沢 川上庵,29.82,95
F0121,桐生が岡動物園,F0122,ぐんまこどもの国,11.66,35
F0121,桐生が岡動物園,F0124,前橋るなぱあく（前橋市中央児童遊園）,24.97,60
F0121,桐生が岡動物園,F0154,水沼駅温泉センター,10.39,35
F0121,桐生が岡動物園,F0161,赤城山,20.33,70
F0121,桐生が岡動物園,F0188,ガトーフェスタ ハラダ 新本館シャトー・デュ・ボヌール,26.32,60
F0121,桐生が岡動物園,F0193,登利平 本店,24.17,55
F0121,桐生が岡動物園,F0198,ガトーフェスタ ハラダ ららん藤岡店,29.13,55
F0121,桐生が岡動物園,F0200,登利平 南部店,24.84,50
F0121,桐生が岡動物園,F0207,コストコ 前橋倉庫店,24.14,45
F0121,桐生が岡動物園,F0211,妙ちくりん,18.4,45
F0121,桐生が岡動物園,F0212,ららん藤岡,29.16,55
F0122,ぐんまこどもの国,F0121,桐生が岡動物園,11.66,40
F0122,ぐんまこどもの国,F0124,前橋るなぱあく（前橋市中央児童遊園）,28.68,50
F0122,ぐんまこどもの国,F0154,水沼駅温泉センター,21.72,50
F0122,ぐんまこどもの国,F0188,ガトーフェスタ ハラダ 新本館シャトー・デュ・ボヌール,23.47,50
F0122,ぐんまこどもの国,F0193,登利平 本店,26.91,45
F0122,ぐんまこどもの国,F0198,ガトーフェスタ ハラダ ららん藤岡店,27.07,45
F0122,ぐんまこどもの国,F0200,登利平 南部店,25.96,40
F0122,ぐんまこどもの国,F0207,コストコ 前橋倉庫店,24.68,35
F0122,ぐんまこどもの国,F0211,妙ちくりん,17.68,35
F0122,ぐんまこどもの国,F0212,ららん藤岡,27.1,45
F0123,こんにゃくパーク,F0112,榛名神社,24.67,55
F0123,こんにゃくパーク,F0116,伊香保おもちゃと人形・自動車博物館,24.87,50
F0123,こんにゃくパーク,F0118,群馬サファリパーク,3.7,15
F0123,こんにゃくパーク,F0124,前橋るなぱあく（前橋市中央児童遊園）,21.19,45
F0123,こんにゃくパーク,F0127,碓氷第三橋梁（めがね橋）,23.59,35
F0123,こんにゃくパーク,F0128,富岡製糸場,3.18,15
F0123,こんにゃくパーク,F0130,水澤観音,26.32,55
F0123,こんにゃくパーク,F0137,希望の丘農園,8.78,25
F0123,こんにゃくパーク,F0139,陶芸 榛名の麓,25.25,50
F0123,こんにゃくパーク,F0148,からっ風焼 陶仙房,24.77,45
F0123,こんにゃくパーク,F0159,榛名山（榛名富士）,26.22,65
F0123,こんにゃくパーク,F0164,榛名湖畔,26.31,65
F0123,こんにゃくパーク,F0166,妙義山,16.51,30
F0123,こんにゃくパーク,F0181,榛名高原,25.63,65
F0123,こんにゃくパーク,F0188,ガトーフェスタ ハラダ 新本館シャトー・デュ・ボヌール,17.67,35
F0123,こんにゃくパーク,F0189,水沢うどん 大澤屋（第二店舗）,26.35,55
F0123,こんにゃくパーク,F0191,伊香保グリーン牧場,28.44,55
F0123,こんにゃくパーク,F0192,元祖 田丸屋,26.35,55
F0123,こんにゃくパーク,F0193,登利平 本店,20.22,45
F0123,こんにゃくパーク,F0195,シャンゴ 問屋町本店,14.32,40
F0123,こんにゃくパーク,F0197,清芳亭,28.48,60
F0123,こんにゃくパーク,F0198,ガトーフェスタ ハラダ ららん藤岡店,14.04,25
F0123,こんにゃくパーク,F0200,登利平 南部店,18.11,35
F0123,こんにゃくパーク,F0203,おぎのや ドライブイン横川,19.14,30
F0123,こんにゃくパーク,F0204,ドンレミーアウトレット 高崎店,12.26,30
F0123,こんにゃくパーク,F0207,コストコ 前橋倉庫店,18.48,35
F0123,こんにゃくパーク,F0209,登利平高崎モントレー店,12.08,30
F0123,こんにゃくパーク,F0210,高崎弁当,11.83,30
F0123,こんにゃくパーク,F0211,妙ちくりん,24.38,40
F0123,こんにゃくパーク,F0212,ららん藤岡,14.01,25
F0123,こんにゃくパーク,F0214,だるま大使,12,30
F0123,こんにゃくパーク,F0309,伊香保ロープウェイ,28.19,65
F0123,こんにゃくパーク,F0311,軽井沢 川上庵,28.54,50
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0112,榛名神社,20.14,50
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0116,伊香保おもちゃと人形・自動車博物館,11.34,25
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0118,群馬サファリパーク,24.69,45
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0121,桐生が岡動物園,24.97,55
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0122,ぐんまこどもの国,28.68,45
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0123,こんにゃくパーク,21.19,45
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0128,富岡製糸場,22.13,45
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0130,水澤観音,14.09,30
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0131,果実の里 原田農園,29.5,40
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0137,希望の丘農園,13.26,35
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0139,陶芸 榛名の麓,11.4,25
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0145,ロックハート城,27.05,50
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0148,からっ風焼 陶仙房,8.62,20
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0154,水沼駅温泉センター,22.42,55
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0159,榛名山（榛名富士）,18.86,50
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0161,赤城山,18.45,45
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0164,榛名湖畔,19.69,55
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0181,榛名高原,18.67,45
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0188,ガトーフェスタ ハラダ 新本館シャトー・デュ・ボヌール,14.69,30
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0189,水沢うどん 大澤屋（第二店舗）,13.92,30
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0191,伊香保グリーン牧場,15.62,30
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0192,元祖 田丸屋,13.99,30
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0193,登利平 本店,2.61,15
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0194,永井食堂,19.03,35
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0195,シャンゴ 問屋町本店,6.97,20
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0197,清芳亭,16.85,35
F0124,前橋るなぱあく（前橋市中央児童遊園）,F0198,ガトーフェスタ ハラダ ららん藤岡店,13.66,25
